seed,dataset,model,family,severity,MASE,WQL,n_series
0,monash_fred_md,chronos-2,regime_trend,12.0,125.43237687419008,2.494510771486404,100
0,monash_fred_md,chronos-t5,regime_trend,12.0,125.24349918743249,2.468441765652619,100
0,monash_fred_md,chronos-2,regime_trend,16.0,167.1094713339883,3.3316526232165327,100
0,monash_fred_md,chronos-t5,regime_trend,16.0,167.0204061006878,3.3645428515567297,100
0,monash_fred_md,chronos-2,regime_trend,20.0,208.73062635947068,4.164886718291156,100
0,monash_fred_md,chronos-t5,regime_trend,20.0,208.84330520234474,4.172643250585175,100
0,monash_hospital,chronos-2,clean,0.0,0.7870107936415635,0.061281917662917254,100
0,monash_hospital,chronos-t5,clean,0.0,0.843113891375496,0.0672613080996605,100
0,monash_hospital,chronos-2,regime_trend,0.5,0.8341394732670627,0.06797117290865166,100
0,monash_hospital,chronos-t5,regime_trend,0.5,0.888080111268082,0.07481450179060802,100
0,monash_hospital,chronos-2,regime_trend,1.0,1.0315958567697987,0.10346895505474933,100
0,monash_hospital,chronos-t5,regime_trend,1.0,1.0540796128188499,0.09426044233177491,100
0,monash_hospital,chronos-2,regime_trend,2.0,1.7329202193421338,0.2052146258375478,100
0,monash_hospital,chronos-t5,regime_trend,2.0,1.7713234334154655,0.1980868173831841,100
0,monash_hospital,chronos-2,regime_trend,4.0,4.000116157142944,0.46746355323689,100
0,monash_hospital,chronos-t5,regime_trend,4.0,3.8934258326055624,0.4602651035596159,100
0,monash_hospital,chronos-2,regime_trend,8.0,9.708301094951883,1.1434121269816315,100
0,monash_hospital,chronos-t5,regime_trend,8.0,9.023898477725782,1.084977225387536,100
0,monash_hospital,chronos-2,regime_trend,12.0,15.242907515696395,1.801953546239529,100
0,monash_hospital,chronos-t5,regime_trend,12.0,14.349628515348243,1.7607495830355988,100
0,monash_hospital,chronos-2,regime_trend,16.0,20.027930466938862,2.318196555677517,100
0,monash_hospital,chronos-t5,regime_trend,16.0,18.692651236131532,2.26801318864532,100
0,monash_hospital,chronos-2,regime_trend,20.0,25.812429697612412,2.9872445843807025,100
0,monash_hospital,chronos-t5,regime_trend,20.0,23.588898811111875,2.8198778895098915,100
0,monash_m1_monthly,chronos-2,clean,0.0,1.0252822007023978,0.27221328295504754,100
0,monash_m1_monthly,chronos-t5,clean,0.0,1.1643013260136694,0.2078109446865823,100
0,monash_m1_monthly,chronos-2,regime_trend,0.5,1.3291194529974684,0.25480412405347824,100
0,monash_m1_monthly,chronos-t5,regime_trend,0.5,1.4100114120839986,0.21254672158174925,100
0,monash_m1_monthly,chronos-2,regime_trend,1.0,1.7873389744675592,0.36397939369800775,100
0,monash_m1_monthly,chronos-t5,regime_trend,1.0,1.768037301402094,0.24046520377273609,100
0,monash_m1_monthly,chronos-2,regime_trend,2.0,3.3475399447347516,0.5446316718013154,100
0,monash_m1_monthly,chronos-t5,regime_trend,2.0,3.031982209266647,0.3741581545332961,100
0,monash_m1_monthly,chronos-2,regime_trend,4.0,6.958405668375189,0.9568034042084419,100
0,monash_m1_monthly,chronos-t5,regime_trend,4.0,6.231706803175211,0.9279315040690856,100
0,monash_m1_monthly,chronos-2,regime_trend,8.0,15.659804459906397,2.284527786179519,100
0,monash_m1_monthly,chronos-t5,regime_trend,8.0,14.319010591592168,2.4527524588227383,100
0,monash_m1_monthly,chronos-2,regime_trend,12.0,24.162288115414142,4.277077380417054,100
0,monash_m1_monthly,chronos-t5,regime_trend,12.0,21.49235471352914,3.7905133887994733,100
0,monash_m1_monthly,chronos-2,regime_trend,16.0,32.12940528163392,6.166449684476194,100
0,monash_m1_monthly,chronos-t5,regime_trend,16.0,28.747196723708925,5.293937575649185,100
0,monash_m1_monthly,chronos-2,regime_trend,20.0,40.55634872508376,5.0554857449200785,100
0,monash_m1_monthly,chronos-t5,regime_trend,20.0,36.22695794872046,5.005246534618965,100
0,monash_m1_quarterly,chronos-2,clean,0.0,1.5766614979688591,0.07952721348399153,100
0,monash_m1_quarterly,chronos-t5,clean,0.0,1.7384235644141037,0.09519332234953765,100
0,monash_m1_quarterly,chronos-2,regime_trend,0.5,2.2029490866245496,0.0792506588524826,100
0,monash_m1_quarterly,chronos-t5,regime_trend,0.5,2.216808922980116,0.09149342538605057,100
0,monash_m1_quarterly,chronos-2,regime_trend,1.0,3.1929668771768864,0.1183047328706765,100
0,monash_m1_quarterly,chronos-t5,regime_trend,1.0,3.227232165635083,0.14280884579705166,100
0,monash_m1_quarterly,chronos-2,regime_trend,2.0,5.898352139894151,0.17448117545980332,100
0,monash_m1_quarterly,chronos-t5,regime_trend,2.0,5.781116355805485,0.19123170807368411,100
0,monash_m1_quarterly,chronos-2,regime_trend,4.0,11.460407849214768,0.39174642772060864,100
0,monash_m1_quarterly,chronos-t5,regime_trend,4.0,10.836268913203293,0.4349214472927124,100
0,monash_m1_quarterly,chronos-2,regime_trend,8.0,23.95140397194487,1.0579092802534769,100
0,monash_m1_quarterly,chronos-t5,regime_trend,8.0,22.048743971324722,1.0568003548227658,100
0,monash_m1_quarterly,chronos-2,regime_trend,12.0,36.72143943562851,1.6581547351474826,100
0,monash_m1_quarterly,chronos-t5,regime_trend,12.0,33.23042595152413,1.6617064820792888,100
0,monash_m1_quarterly,chronos-2,regime_trend,16.0,49.13291444622535,2.4421204914704826,100
0,monash_m1_quarterly,chronos-t5,regime_trend,16.0,45.06733642517773,2.2343749610135353,100
0,monash_m1_quarterly,chronos-2,regime_trend,20.0,62.35879680770855,2.7821719889821606,100
0,monash_m1_quarterly,chronos-t5,regime_trend,20.0,56.63972361913497,2.6244898452237018,100
0,monash_m1_yearly,chronos-2,clean,0.0,3.637927031199332,0.07096940204212351,100
0,monash_m1_yearly,chronos-t5,clean,0.0,4.8763596590243115,0.0831845042523565,100
0,monash_m1_yearly,chronos-2,regime_trend,0.5,4.471174123298799,0.08403368345568069,100
0,monash_m1_yearly,chronos-t5,regime_trend,0.5,5.275996630683951,0.09659145813072809,100
0,monash_m1_yearly,chronos-2,regime_trend,1.0,6.128631393260551,0.21407725262327182,100
0,monash_m1_yearly,chronos-t5,regime_trend,1.0,5.951814736980352,0.24776931023925267,100
0,monash_m1_yearly,chronos-2,regime_trend,2.0,9.016523878369314,0.36539499694963395,100
0,monash_m1_yearly,chronos-t5,regime_trend,2.0,7.977746682680109,0.4119005009703259,100
0,monash_m1_yearly,chronos-2,regime_trend,4.0,17.130448924755953,0.8500576470407007,100
0,monash_m1_yearly,chronos-t5,regime_trend,4.0,14.95890268461512,0.8504340532838947,100
0,monash_m1_yearly,chronos-2,regime_trend,8.0,33.34893646457952,1.6340145432181776,100
0,monash_m1_yearly,chronos-t5,regime_trend,8.0,27.89802315538523,1.5693809539132602,100
0,monash_m1_yearly,chronos-2,regime_trend,12.0,46.15607949718586,2.6196403755794098,100
0,monash_m1_yearly,chronos-t5,regime_trend,12.0,39.550731199743254,2.442918773069435,100
0,monash_m1_yearly,chronos-2,regime_trend,16.0,62.650434291037115,2.961836168194173,100
0,monash_m1_yearly,chronos-t5,regime_trend,16.0,53.992445927966585,2.962912502839167,100
0,monash_m1_yearly,chronos-2,regime_trend,20.0,78.3105143178559,3.640989725765257,100
0,monash_m1_yearly,chronos-t5,regime_trend,20.0,66.24230099362894,3.77781816851052,100
0,monash_m3_monthly,chronos-2,clean,0.0,0.811635633079432,0.08901184204854988,100
0,monash_m3_monthly,chronos-t5,clean,0.0,0.8309916385062547,0.09316264892827573,100
0,monash_m3_monthly,chronos-2,regime_trend,0.5,1.4893008064191113,0.13708291878631448,100
0,monash_m3_monthly,chronos-t5,regime_trend,0.5,1.4100202933104538,0.13512929452929442,100
0,monash_m3_monthly,chronos-2,regime_trend,1.0,2.4493782133947883,0.21517386876179592,100
0,monash_m3_monthly,chronos-t5,regime_trend,1.0,2.3902020374096207,0.2139038039572083,100
0,monash_m3_monthly,chronos-2,regime_trend,2.0,4.36432537523425,0.3819101733081786,100
0,monash_m3_monthly,chronos-t5,regime_trend,2.0,4.203545648016044,0.3891232092296413,100
0,monash_m3_monthly,chronos-2,regime_trend,4.0,8.835160575809267,0.8489580567159938,100
0,monash_m3_monthly,chronos-t5,regime_trend,4.0,8.31488957612024,0.8223700917032212,100
0,monash_m3_monthly,chronos-2,regime_trend,8.0,18.330717917121554,1.8262090256806884,100
0,monash_m3_monthly,chronos-t5,regime_trend,8.0,16.616654903310316,1.6982651649966194,100
0,monash_m3_monthly,chronos-2,regime_trend,12.0,27.87776707093333,2.811328065139788,100
0,monash_m3_monthly,chronos-t5,regime_trend,12.0,25.598253654202225,2.638575736425108,100
0,monash_m3_monthly,chronos-2,regime_trend,16.0,37.745360395115924,3.817270052132225,100
0,monash_m3_monthly,chronos-t5,regime_trend,16.0,35.401134821047904,3.694782156956133,100
0,monash_m3_monthly,chronos-2,regime_trend,20.0,47.19317228307744,4.830056942745336,100
0,monash_m3_monthly,chronos-t5,regime_trend,20.0,43.661010482239,4.694019365396427,100
0,monash_m3_quarterly,chronos-2,clean,0.0,1.2542640597019636,0.07384750980066322,100
0,monash_m3_quarterly,chronos-t5,clean,0.0,1.3468232787559626,0.08104382148146834,100
0,monash_m3_quarterly,chronos-2,regime_trend,0.5,2.079885908697031,0.11495470442621279,100
0,monash_m3_quarterly,chronos-t5,regime_trend,0.5,2.064947480816229,0.11870059960964346,100
0,monash_m3_quarterly,chronos-2,regime_trend,1.0,3.0589931500466476,0.17199669667327078,100
0,monash_m3_quarterly,chronos-t5,regime_trend,1.0,3.028881818864525,0.17809605105816223,100
0,monash_m3_quarterly,chronos-2,regime_trend,2.0,5.770871039969511,0.332676859238454,100
0,monash_m3_quarterly,chronos-t5,regime_trend,2.0,5.725449012141146,0.33571956190523045,100
0,monash_m3_quarterly,chronos-2,regime_trend,4.0,11.767815559538326,0.6981446905669264,100
0,monash_m3_quarterly,chronos-t5,regime_trend,4.0,11.175391950859062,0.6863758094658667,100
0,monash_m3_quarterly,chronos-2,regime_trend,8.0,24.263878394793636,1.4710275260688217,100
0,monash_m3_quarterly,chronos-t5,regime_trend,8.0,22.048488086953203,1.3614696493951237,100
0,monash_m3_quarterly,chronos-2,regime_trend,12.0,37.58776006667992,2.3157663251691902,100
0,monash_m3_quarterly,chronos-t5,regime_trend,12.0,33.51438572962127,2.1508957533550292,100
0,monash_m3_quarterly,chronos-2,regime_trend,16.0,50.12687952376324,3.039436746647726,100
0,monash_m3_quarterly,chronos-t5,regime_trend,16.0,45.21985152200805,2.861985619238536,100
0,monash_m3_quarterly,chronos-2,regime_trend,20.0,62.59284802471288,3.8406827408367854,100
0,monash_m3_quarterly,chronos-t5,regime_trend,20.0,55.76837952998088,3.587458361109795,100
0,monash_m3_yearly,chronos-2,clean,0.0,3.0132092403527664,0.14670256385058947,100
0,monash_m3_yearly,chronos-t5,clean,0.0,3.66514553814015,0.16514826763270746,100
0,monash_m3_yearly,chronos-2,regime_trend,0.5,3.9180472533733437,0.17454732412399127,100
0,monash_m3_yearly,chronos-t5,regime_trend,0.5,4.070810608952785,0.18155518716613822,100
