dataset,w_c2,w_t5,ratio_t5_over_c2
m4_yearly,1280.0,733.8289,0.5733038
m4_yearly,1050.6666,710.8216,0.6765434
m4_yearly,773.3333,320.56396,0.41452238
m4_yearly,640.0,367.60913,0.5743893
m4_yearly,306.66666,312.65836,1.0195382
m4_yearly,5269.3335,2229.8464,0.4231743
m4_yearly,2085.3333,1764.6747,0.8462315
m4_yearly,517.3333,869.2639,1.6802783
m4_yearly,232.0,251.31085,1.0832365
m4_yearly,3904.0,2806.362,0.71884274
m4_yearly,10005.333,2852.1497,0.28506294
m4_yearly,4490.6665,2407.914,0.53620416
m4_yearly,4288.0,2967.122,0.69195944
m4_yearly,578.6667,299.29294,0.51721126
m4_yearly,862.6667,695.8833,0.8066653
m4_yearly,942.6667,402.26315,0.42672893
m4_yearly,2602.6667,723.7703,0.27808797
m4_yearly,5877.3335,3157.0745,0.537161
m4_yearly,1044.0,656.72614,0.62904805
m4_yearly,4971.3335,1244.3649,0.25030807
m4_yearly,602.6667,230.47517,0.3824256
m4_yearly,3024.0,1680.4879,0.55571693
m4_yearly,869.3333,427.36133,0.49159664
m4_yearly,410.66666,895.37134,2.1802874
m4_yearly,1829.3334,1544.6323,0.84436893
m4_yearly,1045.3334,711.1589,0.68031776
m4_yearly,5485.3335,3615.8352,0.65918237
m4_yearly,834.6667,605.5413,0.7254888
m4_yearly,514.6667,589.1801,1.1447799
m4_yearly,6112.0,2929.0247,0.47922525
m4_yearly,5813.3335,1909.0205,0.32838655
m4_yearly,4184.0,2314.413,0.553158
m4_yearly,944.0,815.4842,0.86386037
m4_yearly,4010.6667,2499.2078,0.6231402
m4_yearly,2114.6667,1238.4689,0.58565676
m4_yearly,1848.0,947.1154,0.51250833
m4_yearly,4154.8335,1791.2843,0.43113264
m4_yearly,5152.0,2535.8474,0.4922064
m4_yearly,1112.0,902.5073,0.8116073
m4_yearly,3034.6667,2849.2449,0.93889874
m4_yearly,3434.6667,2951.6033,0.8593565
m4_yearly,5733.3335,1739.9606,0.3034815
m4_yearly,3488.0,3076.2236,0.88194484
m4_yearly,429.33334,456.49307,1.0632602
m4_yearly,8746.667,2508.9749,0.28684926
m4_yearly,2096.0,1050.035,0.5009709
m4_yearly,274.66666,178.37714,0.64943135
m4_yearly,1538.6666,624.8128,0.4060742
m4_yearly,592.0,522.226,0.88213855
m4_yearly,3120.0,1740.3744,0.55781233
m4_yearly,1954.6666,1084.4161,0.55478317
m4_yearly,986.6667,643.73645,0.6524356
m4_yearly,3125.3333,902.22784,0.28868213
m4_yearly,5098.6665,1892.5396,0.37118325
m4_yearly,978.6667,421.94763,0.4311454
m4_yearly,1213.3334,1056.1118,0.8704218
m4_yearly,448.0,284.03882,0.6340152
m4_yearly,421.33334,390.2872,0.92631453
m4_yearly,3434.6667,2348.5476,0.68377745
m4_yearly,1407.8334,439.55957,0.31222415
m4_yearly,836.0,380.50797,0.45515308
m4_yearly,474.66666,623.9845,1.3145741
m4_yearly,794.6667,595.40015,0.7492451
m4_yearly,6218.6665,1406.4259,0.22616197
m4_yearly,949.3333,567.18945,0.5974608
m4_yearly,634.6667,426.39908,0.6718473
m4_yearly,8213.333,3085.8086,0.37570724
m4_yearly,8864.0,2619.3728,0.29550686
m4_yearly,693.3333,1235.93,1.7825915
m4_yearly,1530.6666,1474.5752,0.9633549
m4_yearly,2426.6667,2553.407,1.0522281
m4_yearly,1936.0,1623.87,0.8387758
m4_yearly,705.3333,586.8018,0.83194965
m4_yearly,741.3333,537.4092,0.7249225
m4_yearly,1034.6666,1723.4171,1.6656739
m5,2.18212,1.6174031,0.74120724
m5,12.422712,11.324188,0.9115713
m5,2.2003267,1.6363984,0.74370706
m5,1.8238133,1.8604801,1.0201044
m5,2.0976007,0.8191889,0.39053616
m5,1.7359954,1.0678971,0.61514974
m5,2.2491412,2.300282,1.0227379
m5,3.3219864,3.6240163,1.0909184
m5,2.1865208,1.8966454,0.8674262
m5,1.4869245,1.1673405,0.7850705
m5,3.8362978,3.4829419,0.90789145
m5,2.3002722,2.5224092,1.0965699
m5,1.7896773,1.3666484,0.7636284
m5,0.4825291,0.71211195,1.4757906
m5,3.0626614,2.383534,0.77825576
m5,5.359872,3.7714934,0.70365363
m5,2.657868,2.547356,0.9584208
m5,2.864878,2.590479,0.9042196
m5,2.9472127,2.0734656,0.7035344
m5,6.551339,6.883662,1.0507259
m5,7.901088,6.4533153,0.81676286
m5,1.7340033,1.241812,0.7161532
m5,1.6305616,1.2315656,0.7553015
m5,1.8642317,1.60975,0.8634925
m5,4.669294,4.376187,0.9372267
m5,1.6876634,1.5463351,0.916258
m5,1.3659859,1.2872112,0.94233125
m5,2.3948767,2.142362,0.8945605
m5,2.0274332,1.9766172,0.9749358
m5,9.15625,9.40203,1.0268428
m5,1.8545396,1.635438,0.88185656
m5,4.637469,4.8942657,1.0553744
m5,1.4991808,1.208005,0.8057767
m5,1.4688066,3.8438249,2.6169713
m5,5.1754384,4.3997903,0.850129
m5,1.1060026,1.2501667,1.130347
m5,3.5471628,3.4034271,0.9594787
m5,1.2137563,0.7069669,0.58246195
m5,2.808464,1.9215168,0.68418777
m5,1.8331653,1.1062901,0.6034863
m5,0.9678959,0.23878667,0.24670696
m5,2.32608,1.8816903,0.80895334
m5,33.870537,31.1382,0.91933
m5,0.9096805,0.8460554,0.93005776
m5,7.1999164,6.146486,0.8536885
m5,6.5021625,6.2513776,0.96143055
m5,5.696673,4.4713373,0.7849033
m5,0.33949637,0.32929495,0.9699513
m5,1.482666,1.3819952,0.9321015
m5,1.4357758,1.8887018,1.3154573
m5,1.7375468,1.4206821,0.8176367
m5,1.4745648,0.7412247,0.50267357
m5,3.638142,2.5752044,0.707835
m5,1.4843369,1.5441759,1.0403136
m5,10.882852,5.5928483,0.51391387
m5,1.1842897,0.8210918,0.69332004
m5,0.88909423,0.5863765,0.65952116
m5,1.3171976,1.099314,0.8345855
m5,3.2756207,3.4892433,1.065216
m5,1.1886423,1.0355359,0.8711923
m5,1.6312782,0.6305305,0.38652542
m5,3.043588,1.1273247,0.37039334
m5,0.00456483,0.04996649,10.94597
m5,1.7134631,1.1778773,0.68742496
m5,0.0016062601,0.01150953,7.1654215
m5,0.61877304,0.3854352,0.6229024
m5,3.3319554,2.4943554,0.7486161
m5,0.9069199,0.4285573,0.4725415
m5,5.1936383,5.343498,1.0288545
m5,1.3275915,0.014283349,0.010758843
m5,2.8863373,2.893166,1.002366
m5,2.0864723,1.6843224,0.8072584
m5,2.198363,1.85843,0.84536994
m5,1.4277638,0.74778134,0.52374303
m5,4.7887726,4.2924304,0.89635295
m5,1.2605671,0.6725054,0.53349435
m5,1.3481348,1.0400543,0.7714765
m5,1.2270126,0.67446035,0.5496768
m5,6.6180243,6.9072394,1.0437012
m5,2.8732452,2.5675104,0.8935925
m5,2.1123679,1.7364682,0.8220482
m5,0.95545036,0.7323231,0.76646906
m5,1.2384251,1.7368115,1.4024357
m5,0.13719733,0.2822168,2.0570138
m5,1.3049928,0.7587708,0.5814368
m5,1.392613,1.1395161,0.8182575
m5,2.1850586,2.4811885,1.135525
m5,1.2098423,0.8893265,0.73507637
m5,2.2259464,0.87058246,0.39110667
m5,0.015800748,0.53506255,33.863113
m5,3.5622919,2.728603,0.7659684
m5,0.8770824,0.042840723,0.04884458
m5,1.3747828,0.7891342,0.57400644
m5,1.7954047,1.3755671,0.7661599
m5,0.01869762,0.19631612,10.499525
m5,0.0132917,0.25768635,19.387012
m5,1.2299901,0.8848594,0.7194036
m5,0.72073525,0.21157587,0.2935556
m5,2.252933,2.1158357,0.9391472
m5,0.056268282,0.29819685,5.299555
nn5,13.155134,8.11271,0.61669534
nn5,6.725446,6.048187,0.89929897
nn5,10.030134,5.260266,0.5244462
nn5,9.80692,4.966122,0.50638956
nn5,8.4765625,5.69716,0.67210734
nn5,11.857142,5.5343866,0.4667555
nn5,8.412947,5.3807955,0.63958514
nn5,13.904576,6.102456,0.43888113
nn5,5.7762275,2.3726954,0.41076905
nn5,13.895089,5.97868,0.43027288
nn5,13.010045,5.4906573,0.42203215
nn5,10.854911,4.191165,0.38610774
nn5,7.595982,4.0042467,0.52715325
nn5,8.365514,4.2798324,0.51160425
nn5,10.037947,4.8402896,0.48219916
nn5,16.453125,6.4066052,0.3893853
nn5,11.675781,6.4770246,0.55474013
nn5,14.098214,5.8490343,0.41487768
nn5,10.235491,4.7321506,0.46232766
nn5,7.325893,3.8183582,0.521214
nn5,6.148856,2.4789298,0.403153
nn5,14.6171875,12.482328,0.8539487
nn5,12.360491,7.136599,0.57737184
nn5,7.513393,3.4799788,0.46317008
nn5,4.3094306,2.4281237,0.5634442
nn5,7.0820312,3.6212864,0.5113344
nn5,11.459822,5.2173867,0.45527643
nn5,10.48577,4.7131248,0.44947815
nn5,8.856027,4.546723,0.51340437
nn5,11.775111,5.59331,0.47501123
nn5,11.441964,13.203256,1.1539326
nn5,7.256557,4.281592,0.5900308
nn5,7.0311103,5.3102407,0.75524926
nn5,8.815822,4.0006857,0.45380747
nn5,12.2890625,7.0066113,0.5701502
nn5,9.93192,4.378072,0.4408082
nn5,8.535714,4.6971993,0.5502995
nn5,9.953125,4.284913,0.43050933
nn5,13.80692,7.8943567,0.5717681
nn5,7.4654016,4.0909667,0.54799014
nn5,7.21596,3.9419017,0.54627544
nn5,7.90625,4.4894,0.56782925
nn5,13.155134,12.53329,0.95272994
nn5,17.149553,8.429059,0.49150312
nn5,11.52567,4.3607607,0.37835205
nn5,10.066964,3.5804074,0.3556591
nn5,17.598215,16.12021,0.91601396
nn5,5.6043525,2.9442303,0.5253471
nn5,9.913505,4.7451468,0.47865483
nn5,4.1796875,2.3405461,0.5599811
nn5,6.601632,5.905351,0.894529
nn5,7.65625,4.1217093,0.5383457
nn5,9.322545,8.098828,0.8687358
nn5,6.5574775,2.9497964,0.44983706
nn5,7.7845984,4.241722,0.54488647
nn5,9.092634,4.340919,0.4774105
nn5,6.3242188,3.2478194,0.51355267
nn5,8.166434,4.022394,0.49255207
nn5,15.432478,5.271485,0.34158382
nn5,11.204241,5.4891105,0.48991364
nn5,15.203125,8.461428,0.55655843
nn5,20.753347,13.593467,0.65500116
nn5,11.437395,4.7969923,0.419413
nn5,5.098214,3.768985,0.7392755
nn5,10.151647,5.599276,0.5515633
nn5,11.780134,5.4305673,0.46099368
nn5,7.3917413,3.4924252,0.47247666
nn5,8.829241,4.379562,0.4960293
nn5,6.9832587,3.3328526,0.47726324
nn5,9.212053,4.3539524,0.47263646
nn5,8.083705,6.3083496,0.7803785
nn5,7.8247766,6.3948426,0.8172556
nn5,4.7876673,2.3260453,0.48584104
nn5,5.9447546,2.66005,0.4474617
nn5,15.5703125,6.897513,0.4429913
nn5,8.309152,4.713669,0.56728643
nn5,9.260603,3.4177096,0.3690591
nn5,7.5834265,3.8130095,0.5028083
nn5,12.118303,4.3193936,0.3564355
nn5,11.828683,6.026564,0.50948733
nn5,6.001953,2.4384234,0.40627164
nn5,11.362444,7.5966096,0.6685718
nn5,14.370117,7.427529,0.51687324
nn5,12.559152,8.152148,0.64910024
nn5,8.678014,4.295741,0.4950143
nn5,14.56808,7.765275,0.53303355
nn5,9.8828125,5.188642,0.5250167
nn5,9.021205,5.058452,0.5607291
nn5,10.575892,4.70184,0.4445809
nn5,7.40625,4.4773197,0.6045326
nn5,9.1953125,5.4614725,0.5939409
nn5,13.563965,6.2327094,0.459505
nn5,5.2773438,1.9217669,0.3641542
nn5,10.96875,5.955192,0.5429235
nn5,11.006697,4.2337775,0.3846547
nn5,12.89202,5.271012,0.40885848
nn5,9.598772,4.737415,0.49354383
nn5,13.223842,5.2753396,0.3989264
nn5,11.830358,5.8445096,0.49402645
nn5,7.834821,6.713428,0.8568706
monash_nn5_weekly,54.25,50.596222,0.93264925
monash_nn5_weekly,30.5,22.485077,0.73721564
monash_nn5_weekly,59.3125,33.134666,0.5586456
monash_nn5_weekly,55.5,33.90316,0.61086774
monash_nn5_weekly,50.5625,24.915466,0.49276572
monash_nn5_weekly,49.125,30.618076,0.6232687
monash_nn5_weekly,42.375,26.74691,0.63119555
monash_nn5_weekly,51.1875,38.58334,0.75376487
monash_nn5_weekly,31.90625,22.15082,0.69424707
monash_nn5_weekly,48.0,34.99687,0.7291014
monash_nn5_weekly,36.6875,24.84694,0.67725897
monash_nn5_weekly,43.6875,26.827576,0.614079
monash_nn5_weekly,32.625,25.32124,0.77612996
monash_nn5_weekly,41.9375,29.168106,0.6955137
monash_nn5_weekly,40.875,28.786045,0.70424575
monash_nn5_weekly,40.125,35.11796,0.875214
monash_nn5_weekly,50.375,41.221333,0.81828946
monash_nn5_weekly,65.0,35.881477,0.55202276
monash_nn5_weekly,41.3125,28.00531,0.6778895
monash_nn5_weekly,23.6875,17.670279,0.74597484
monash_nn5_weekly,28.6875,16.653114,0.5805007
monash_nn5_weekly,64.375,41.399315,0.64309615
monash_nn5_weekly,51.1875,26.649559,0.5206263
monash_nn5_weekly,51.25,24.310734,0.4743558
monash_nn5_weekly,24.375,16.467278,0.6755806
monash_nn5_weekly,26.4375,22.7412,0.86018723
monash_nn5_weekly,40.5,32.0139,0.79046667
monash_nn5_weekly,45.0,28.99123,0.64424956
monash_nn5_weekly,56.25,33.437515,0.5944447
monash_nn5_weekly,54.25,30.637253,0.56474197
monash_nn5_weekly,40.5,47.578014,1.1747658
monash_nn5_weekly,18.9375,18.562963,0.9802225
monash_nn5_weekly,33.0625,19.444416,0.58811086
monash_nn5_weekly,46.875,27.980844,0.59692466
monash_nn5_weekly,52.5,43.719322,0.832749
monash_nn5_weekly,49.75,31.222725,0.62759244
monash_nn5_weekly,41.75,24.396341,0.5843435
monash_nn5_weekly,43.875,32.71003,0.74552774
monash_nn5_weekly,42.375,37.720734,0.8901648
monash_nn5_weekly,32.625,26.361698,0.8080214
monash_nn5_weekly,24.0625,28.601898,1.1886504
monash_nn5_weekly,34.625,25.643137,0.740596
monash_nn5_weekly,54.25,49.133286,0.9056827
monash_nn5_weekly,62.125,36.17185,0.582243
monash_nn5_weekly,41.1875,31.615297,0.76759446
monash_nn5_weekly,50.25,26.856087,0.53444946
monash_nn5_weekly,79.625,43.68023,0.5485743
monash_nn5_weekly,25.9375,14.285999,0.55078554
monash_nn5_weekly,42.4375,26.947052,0.6349821
monash_nn5_weekly,19.5625,15.206804,0.77734464
monash_nn5_weekly,30.5,17.557804,0.5756657
monash_nn5_weekly,36.5,25.348314,0.69447434
monash_nn5_weekly,31.625,27.066328,0.85585225
monash_nn5_weekly,26.375,19.300518,0.7317732
monash_nn5_weekly,32.5,25.569614,0.78675735
monash_nn5_weekly,39.625,32.277946,0.8145854
monash_nn5_weekly,29.125,20.60321,0.70740634
monash_nn5_weekly,35.5,21.948887,0.6182785
monash_nn5_weekly,62.375,39.530163,0.6337501
monash_nn5_weekly,56.125,33.93492,0.6046311
monash_nn5_weekly,65.625,48.70112,0.7421123
monash_nn5_weekly,127.25,69.164474,0.5435322
monash_nn5_weekly,35.625,26.357193,0.73985106
monash_nn5_weekly,28.875,23.356768,0.80889237
monash_nn5_weekly,45.125,23.345457,0.51735085
monash_nn5_weekly,58.0625,27.52633,0.47408104
monash_nn5_weekly,32.75,21.774256,0.66486275
monash_nn5_weekly,25.3125,29.335632,1.1589385
monash_nn5_weekly,31.1875,18.761692,0.6015773
monash_nn5_weekly,31.625,25.372757,0.80230063
monash_nn5_weekly,31.5,27.555986,0.87479323
monash_nn5_weekly,28.25,22.835041,0.80832005
monash_nn5_weekly,23.28125,14.455651,0.62091386
monash_nn5_weekly,28.4375,16.222126,0.5704484
monash_nn5_weekly,73.375,47.499687,0.6473552
monash_nn5_weekly,41.375,24.848236,0.6005616
monash_nn5_weekly,32.625,22.204582,0.6806002
monash_nn5_weekly,24.0,25.034285,1.0430952
monash_nn5_weekly,54.375,29.562757,0.5436829
monash_nn5_weekly,47.625,37.35101,0.78427315
monash_nn5_weekly,25.375,17.2985,0.6817143
monash_nn5_weekly,44.0,25.482796,0.57915443
monash_nn5_weekly,60.125,36.823902,0.6124557
monash_nn5_weekly,77.8125,44.709023,0.57457376
monash_nn5_weekly,29.25,21.37489,0.73076546
monash_nn5_weekly,77.3125,43.442924,0.5619133
monash_nn5_weekly,22.25,35.35219,1.5888624
monash_nn5_weekly,41.0625,25.858963,0.62974644
monash_nn5_weekly,34.5625,37.30823,1.0794425
monash_nn5_weekly,37.375,24.345526,0.6513853
monash_nn5_weekly,56.25,33.616398,0.59762484
monash_nn5_weekly,45.0625,34.23239,0.7596647
monash_nn5_weekly,28.09375,15.67007,0.55777776
monash_nn5_weekly,58.125,31.981155,0.5502134
monash_nn5_weekly,35.6875,25.461826,0.7134662
monash_nn5_weekly,37.6875,30.441895,0.8077451
monash_nn5_weekly,26.25,24.970715,0.95126534
monash_nn5_weekly,47.9375,30.065395,0.627179
monash_nn5_weekly,49.25,31.95544,0.64884144
monash_nn5_weekly,28.25,23.888058,0.84559494
monash_tourism_monthly,592.3333,513.1968,0.86639863
monash_tourism_monthly,7797.3335,6164.7925,0.7906283
monash_tourism_monthly,62976.0,34633.074,0.5499408
monash_tourism_monthly,25394.666,6070.176,0.23903349
monash_tourism_monthly,2718.6667,1515.1523,0.55731446
monash_tourism_monthly,23349.334,16672.973,0.7140663
monash_tourism_monthly,6629.3335,1605.806,0.24222738
monash_tourism_monthly,3518.6667,1091.1191,0.31009448
monash_tourism_monthly,7941.3335,6964.1304,0.8769472
monash_tourism_monthly,13968.0,9548.672,0.68361056
monash_tourism_monthly,14602.667,7251.8945,0.4966144
monash_tourism_monthly,5470.0,1042.2603,0.19054118
monash_tourism_monthly,10925.333,3310.698,0.30302948
monash_tourism_monthly,7768.0,3726.487,0.47972286
monash_tourism_monthly,8814.667,5824.429,0.66076565
monash_tourism_monthly,1968.0,381.62573,0.19391552
monash_tourism_monthly,1267.0,395.3496,0.312036
monash_tourism_monthly,1176.0,231.78142,0.19709304
monash_tourism_monthly,1125.3334,430.62207,0.3826618
monash_tourism_monthly,1869.3334,1080.7509,0.5781477
monash_tourism_monthly,1461.3334,736.02106,0.503664
monash_tourism_monthly,547.4167,149.92049,0.27386904
monash_tourism_monthly,4083.3333,878.4299,0.21512568
monash_tourism_monthly,566.0,193.33537,0.34158194
monash_tourism_monthly,1808.6666,650.25214,0.35952017
monash_tourism_monthly,1393.25,323.28397,0.23203586
monash_tourism_monthly,1148.3334,512.98004,0.446717
monash_tourism_monthly,5559.3335,912.7537,0.16418402
monash_tourism_monthly,3413.8333,886.9727,0.25981724
monash_tourism_monthly,2435.3333,1457.8678,0.59863174
monash_tourism_monthly,622.625,641.5754,1.0304363
monash_tourism_monthly,1278.0,1256.5543,0.9832193
monash_tourism_monthly,2231.0,1680.2748,0.75314873
monash_tourism_monthly,2977.3333,2066.6523,0.69412863
monash_tourism_monthly,622.0,637.2585,1.0245314
monash_tourism_monthly,13440.0,13130.724,0.9769884
monash_tourism_monthly,671.0208,1067.495,1.5908523
monash_tourism_monthly,7601.3335,4247.5176,0.55878586
monash_tourism_monthly,1225.5834,1022.1191,0.83398575
monash_tourism_monthly,4196.0,3669.6523,0.87455964
monash_tourism_monthly,4546.6665,4267.806,0.93866706
monash_tourism_monthly,4737.3335,2623.2957,0.55374944
monash_tourism_monthly,8994.667,5319.498,0.5914058
monash_tourism_monthly,1332.0,1569.6227,1.1783954
monash_tourism_monthly,774.7917,683.1097,0.8816688
monash_tourism_monthly,3970.6667,4269.728,1.0753176
monash_tourism_monthly,616.5833,707.3973,1.1472858
monash_tourism_monthly,14634.667,11123.946,0.7601093
monash_tourism_monthly,1191.3334,1165.6093,0.97840726
monash_tourism_monthly,294.0,103.79016,0.35302776
monash_tourism_monthly,375.25,78.280396,0.20860864
monash_tourism_monthly,2269.3333,1532.4454,0.67528445
monash_tourism_monthly,3682.6667,2322.6394,0.630695
monash_tourism_monthly,4728.0,3644.6838,0.77087224
monash_tourism_monthly,216.85417,134.91948,0.6221669
monash_tourism_monthly,144.14583,74.90131,0.5196218
monash_tourism_monthly,294.83334,138.48611,0.4697098
monash_tourism_monthly,1172.6666,491.89404,0.41946623
monash_tourism_monthly,563.6667,125.68069,0.22296987
monash_tourism_monthly,1860.3646,330.83212,0.17783187
monash_tourism_monthly,1961.5,543.4841,0.27707574
monash_tourism_monthly,157.45833,86.97817,0.5523885
monash_tourism_monthly,240.16667,109.901054,0.45760328
monash_tourism_monthly,869.6667,151.66179,0.1743907
monash_tourism_monthly,5836.0,816.4041,0.13989104
monash_tourism_monthly,1929.3334,479.26474,0.2484095
monash_tourism_monthly,246.91667,102.36588,0.41457665
monash_tourism_monthly,331.75,131.71751,0.3970385
monash_tourism_monthly,1473.8334,314.49146,0.21338332
monash_tourism_monthly,510.91666,150.7996,0.295155
monash_tourism_monthly,437.91666,182.12842,0.41589743
monash_tourism_monthly,116.114586,75.89326,0.6536066
monash_tourism_monthly,257.41666,115.89974,0.4502418
monash_tourism_monthly,2899.6667,1095.9027,0.37794092
monash_tourism_monthly,1197.5,231.31122,0.19316177
monash_tourism_monthly,1720.0,489.746,0.28473604
monash_tourism_monthly,2962.6667,1233.6522,0.41639924
monash_tourism_monthly,6677.3335,3506.0078,0.5250611
monash_tourism_monthly,229.875,119.04001,0.5178467
monash_tourism_monthly,762.3333,207.94142,0.2727697
monash_tourism_monthly,402.0,213.18018,0.53029895
monash_tourism_monthly,424.20834,130.43184,0.3074712
monash_tourism_monthly,473.875,150.23236,0.3170295
monash_tourism_monthly,195.29167,89.414185,0.45784944
monash_tourism_monthly,904.8333,344.7601,0.38102058
monash_tourism_monthly,991.0,599.7282,0.6051748
monash_tourism_monthly,234.16667,134.86101,0.57591885
monash_tourism_monthly,761.1667,411.4122,0.54050213
monash_tourism_monthly,7338.6665,2931.411,0.39944735
monash_tourism_monthly,9317.333,3907.2314,0.41935083
monash_tourism_monthly,143.92969,92.2969,0.6412638
monash_tourism_monthly,1050.6666,450.69678,0.42896268
monash_tourism_monthly,1257.3334,451.1837,0.35884172
monash_tourism_monthly,1814.8334,649.7298,0.3580107
monash_tourism_monthly,523.3333,195.99316,0.37450925
monash_tourism_monthly,11328.0,9277.671,0.81900346
monash_tourism_monthly,35242.668,20319.17,0.5765503
monash_tourism_monthly,12058.5,1754.1733,0.14547193
monash_tourism_monthly,16936.541,5722.182,0.33786014
monash_tourism_monthly,2977.6667,2123.401,0.71310896
monash_tourism_quarterly,1368.0,1073.7871,0.7849321
monash_tourism_quarterly,60672.0,28483.383,0.46946505
monash_tourism_quarterly,74944.0,46981.094,0.6268827
monash_tourism_quarterly,288640.0,108205.016,0.3748788
monash_tourism_quarterly,8994.0,1319.0284,0.14665648
monash_tourism_quarterly,482.0,238.69495,0.49521774
monash_tourism_quarterly,122.5,94.40318,0.7706382
monash_tourism_quarterly,145.5,23.943275,0.16455859
monash_tourism_quarterly,42.875,44.274734,1.0326469
monash_tourism_quarterly,530.0,266.9466,0.50367284
monash_tourism_quarterly,930.0,336.36072,0.36167818
monash_tourism_quarterly,15208.0,5835.5938,0.38371867
monash_tourism_quarterly,9328.0,6130.2383,0.6571868
monash_tourism_quarterly,85952.0,38334.61,0.4460002
monash_tourism_quarterly,31776.0,23020.89,0.72447413
monash_tourism_quarterly,35936.0,14622.866,0.40691414
monash_tourism_quarterly,25984.0,7705.2764,0.29653928
monash_tourism_quarterly,24352.0,10882.445,0.44688097
monash_tourism_quarterly,7552.0,4231.9033,0.56036854
monash_tourism_quarterly,21184.0,15986.587,0.7546538
monash_tourism_quarterly,21584.0,10062.082,0.46618244
monash_tourism_quarterly,7024.0,2482.6152,0.3534475
monash_tourism_quarterly,17712.0,12621.694,0.71260697
monash_tourism_quarterly,17696.0,10336.895,0.5841373
monash_tourism_quarterly,3816.0,1500.0304,0.3930897
monash_tourism_quarterly,1133.0,362.6328,0.32006428
monash_tourism_quarterly,3344.0,1152.9722,0.3447883
monash_tourism_quarterly,6912.0,5643.079,0.8164177
monash_tourism_quarterly,3400.0,1447.996,0.42588118
monash_tourism_quarterly,1304.0,447.37427,0.34307843
monash_tourism_quarterly,3496.0,1033.0006,0.29548073
monash_tourism_quarterly,1614.0,778.67615,0.48245114
monash_tourism_quarterly,13240.0,4598.2373,0.3472989
monash_tourism_quarterly,3258.0,1457.6366,0.44740227
monash_tourism_quarterly,12608.0,12893.275,1.0226265
monash_tourism_quarterly,11974.0,2401.0935,0.2005256
monash_tourism_quarterly,123072.0,34913.324,0.2836821
monash_tourism_quarterly,40576.0,43794.89,1.07933
monash_tourism_quarterly,1349.5,1531.3177,1.1347297
monash_tourism_quarterly,2091.0,1934.3262,0.9250723
monash_tourism_quarterly,1313.0,1639.0403,1.248317
monash_tourism_quarterly,30528.0,26619.697,0.87197644
monash_tourism_quarterly,1213.5,1510.5234,1.2447659
monash_tourism_quarterly,2161.0,2030.6141,0.9396641
monash_tourism_quarterly,3256.0,1755.9309,0.53929085
monash_tourism_quarterly,2035.0,1546.1711,0.7597893
monash_tourism_quarterly,15168.0,8368.449,0.5517174
monash_tourism_quarterly,27360.0,8573.157,0.3133464
monash_tourism_quarterly,2476.0,2640.4932,1.0664351
monash_tourism_quarterly,1162.25,1017.24634,0.87523884
monash_tourism_quarterly,1671.0,1728.2914,1.0342857
monash_tourism_quarterly,1376.0,1668.5168,1.212585
monash_tourism_quarterly,1794.0,1605.631,0.8950005
monash_tourism_quarterly,171520.0,294486.12,1.71692
monash_tourism_quarterly,151.8125,76.28591,0.50250083
monash_tourism_quarterly,19360.0,15029.651,0.776325
monash_tourism_quarterly,11008.0,6983.0923,0.6343652
monash_tourism_quarterly,1782.0,991.95605,0.5566532
monash_tourism_quarterly,2800.0,1909.7667,0.6820595
monash_tourism_quarterly,608.5,172.64749,0.28372636
monash_tourism_quarterly,181.71875,66.75157,0.36733454
monash_tourism_quarterly,1792.0,1527.388,0.852337
monash_tourism_quarterly,1350.0,512.31696,0.37949404
monash_tourism_quarterly,734.0,236.19731,0.3217947
monash_tourism_quarterly,1789.0,833.4395,0.46586892
monash_tourism_quarterly,2332.0,1178.5038,0.50536186
monash_tourism_quarterly,14328.0,4485.9546,0.3130901
monash_tourism_quarterly,3535.0,334.46393,0.094614975
monash_tourism_quarterly,2856.0,1193.5259,0.41790122
monash_tourism_quarterly,471.5,178.92288,0.3794759
monash_tourism_quarterly,549.5,284.90518,0.5184808
monash_tourism_quarterly,2717.0,1167.7317,0.42978716
monash_tourism_quarterly,4770.0,1751.1509,0.36711758
monash_tourism_quarterly,1073.0,427.05322,0.3979993
monash_tourism_quarterly,504.25,92.21343,0.18287244
monash_tourism_quarterly,183.75,47.638435,0.25925678
monash_tourism_quarterly,868.0,366.15262,0.42183483
monash_tourism_quarterly,4352.0,3809.919,0.87544096
monash_tourism_quarterly,9856.0,3107.9119,0.31533197
monash_tourism_quarterly,14144.0,6831.148,0.48297143
monash_tourism_quarterly,1944.0,663.37354,0.34124154
monash_tourism_quarterly,194.8125,52.263557,0.2682762
monash_tourism_quarterly,832.0,559.83496,0.67287856
monash_tourism_quarterly,332.0,112.9636,0.3402518
monash_tourism_quarterly,468.0,292.85614,0.625761
monash_tourism_quarterly,863.0,545.7278,0.6323613
monash_tourism_quarterly,2374.0,528.46564,0.22260557
monash_tourism_quarterly,3432.0,892.0911,0.25993332
monash_tourism_quarterly,435.5,150.31253,0.34514934
monash_tourism_quarterly,799.0,489.37732,0.61248726
monash_tourism_quarterly,1560.0,1032.6522,0.66195655
monash_tourism_quarterly,785.0,248.39943,0.3164324
monash_tourism_quarterly,2464.0,1393.2721,0.5654513
monash_tourism_quarterly,3334.0,1815.3184,0.5444866
monash_tourism_quarterly,13864.0,6828.249,0.49251652
monash_tourism_quarterly,7150.0,2845.525,0.3979755
